Date,Price,CVol,Change,% Change,% Return,Total Return (Gross),Cumulative Return %,Open,High,Low,Cumulative Change %
01/03/22,172.68,4241965,6.19,3.72,3.72,172.68,-2.96,165.30,172.84,165.22,-2.96
12/31/21,166.49,2595979,-2.29,-1.36,-1.36,166.49,-6.44,168.78,170.87,166.08,-6.44
12/30/21,168.78,2181120,1.34,0.80,0.80,168.78,-5.15,167.06,170.85,165.71,-5.15
12/29/21,167.44,1995405,-2.27,-1.34,-1.34,167.44,-5.91,169.52,170.48,165.02,-5.91
12/28/21,169.71,2297204,-1.97,-1.15,-1.15,169.71,-4.63,171.32,172.73,167.73,-4.63
12/27/21,171.68,2726288,0.37,0.22,0.22,171.68,-3.52,169.81,172.43,168.78,-3.52
12/23/21,171.31,4017435,2.02,1.19,1.19,171.31,-3.73,170.50,171.99,166.89,-3.73
12/22/21,169.29,4802483,3.63,2.19,2.19,169.29,-4.87,165.68,170.68,162.80,-4.87
12/21/21,165.66,6293459,8.43,5.36,5.36,165.66,-6.91,159.50,167.28,158.37,-6.91
12/20/21,157.23,4639263,-0.68,-0.43,-0.43,157.23,-11.64,151.16,158.48,151.00,-11.64
12/17/21,157.91,24062440,1.53,0.98,0.98,157.91,-11.26,154.62,158.31,149.44,-11.26
12/16/21,156.38,9415120,-11.76,-6.99,-6.99,156.38,-12.12,166.25,167.73,153.60,-12.12
12/15/21,168.14,6678543,0.18,0.11,0.11,168.14,-5.51,167.64,168.96,160.18,-5.51
12/14/21,167.96,5660417,-3.08,-1.80,-1.80,167.96,-5.61,168.30,169.91,164.50,-5.61
12/13/21,171.04,7263664,-9.38,-5.20,-5.20,171.04,-3.88,178.25,180.00,168.89,-3.88
12/10/21,180.42,3980441,-1.04,-0.57,-0.57,180.42,1.39,178.15,181.10,175.85,1.39
12/09/21,181.46,3518025,-5.03,-2.70,-2.70,181.46,1.97,182.09,185.30,179.28,1.97
12/08/21,186.49,4218671,3.35,1.83,1.83,186.49,4.80,186.00,187.50,182.14,4.80
12/07/21,183.14,6264558,2.29,1.27,1.27,183.14,2.92,185.61,187.50,182.02,2.92
12/06/21,180.85,9813848,14.10,8.46,8.46,180.85,1.63,167.28,181.93,162.85,1.63
12/03/21,166.75,6460855,-2.85,-1.68,-1.68,166.75,-6.29,168.98,170.73,162.14,-6.29
