Date,Price,CVol,Change,% Change,% Return,Total Return (Gross),Cumulative Return %,Open,High,Low,Cumulative Change %
03/02/23,141.07,11107550,-1.48,-1.04,-1.04,148.37,-3.71,142.24,142.43,139.54,-8.45
03/01/23,142.55,7139155,-0.80,-0.56,-0.56,149.92,-2.70,142.10,143.46,141.80,-7.49
02/28/23,143.35,11019760,1.19,0.84,0.84,150.77,-2.16,142.94,143.76,141.90,-6.97
02/27/23,142.16,10014650,1.23,0.87,0.87,149.51,-2.97,142.11,143.31,141.72,-7.74
02/24/23,140.93,9126888,1.26,0.90,0.90,148.22,-3.81,139.11,141.36,138.93,-8.54
02/23/23,139.67,8068010,1.11,0.80,0.80,146.90,-4.67,138.73,140.17,137.94,-9.36
02/22/23,138.56,11107500,-1.07,-0.77,-0.77,145.73,-5.43,138.92,139.43,137.44,-10.08
02/21/23,139.63,9996283,-2.61,-1.83,-1.83,146.85,-4.70,140.69,141.34,138.75,-9.38
02/17/23,142.24,7948829,0.42,0.30,0.30,149.60,-2.91,140.98,142.83,140.07,-7.69
02/16/23,141.82,8165306,-1.98,-1.38,-1.38,149.16,-3.20,142.91,143.39,141.68,-7.96
02/15/23,143.80,6731172,0.60,0.42,0.42,151.24,-1.85,141.61,143.89,141.30,-6.68
02/14/23,143.20,9249399,0.63,0.44,0.44,150.61,-2.26,142.50,143.81,141.60,-7.07
02/13/23,142.57,7134607,1.53,1.08,1.08,149.95,-2.69,141.30,142.73,140.74,-7.48
02/10/23,141.04,6582853,0.62,0.44,0.44,148.34,-3.73,139.78,141.28,138.59,-8.47
02/09/23,140.42,6443109,-2.22,-1.56,-1.56,147.68,-4.16,143.12,143.34,139.87,-8.87
02/08/23,142.64,6957965,-1.01,-0.70,-0.70,150.02,-2.64,142.65,144.04,142.28,-7.43
02/07/23,143.65,10447890,1.73,1.22,1.22,151.08,-1.95,141.38,144.34,141.18,-6.78
02/06/23,141.92,8406231,0.83,0.59,0.59,149.26,-3.13,140.23,142.24,140.03,-7.90
02/03/23,141.09,11501230,2.15,1.55,1.55,148.39,-3.70,138.18,142.33,138.13,-8.44
02/02/23,138.94,11822060,-0.65,-0.47,-0.47,146.13,-5.17,140.00,140.46,138.00,-9.83
02/01/23,139.59,8841846,-0.37,-0.26,-0.26,146.81,-4.72,138.21,140.88,138.12,-9.41
01/31/23,139.96,9188738,0.83,0.60,0.60,147.20,-4.47,139.88,140.07,138.25,-9.17
01/30/23,139.13,6729255,-1.19,-0.85,-0.85,146.33,-5.04,139.23,140.09,138.91,-9.71
01/27/23,140.32,7489946,0.34,0.24,0.24,147.58,-4.23,140.61,141.26,139.75,-8.94
01/26/23,139.98,7487631,0.86,0.62,0.62,147.22,-4.46,139.42,140.06,138.36,-9.16
01/25/23,139.12,8967007,0.67,0.48,0.48,146.32,-5.04,138.05,139.12,137.25,-9.72
01/24/23,138.45,6944991,1.18,0.86,0.86,145.61,-5.50,136.42,140.29,135.00,-10.15
01/23/23,137.27,10487130,2.19,1.62,1.62,144.37,-6.31,135.12,137.96,134.82,-10.92
01/20/23,135.08,13092490,0.33,0.24,0.24,142.07,-7.80,135.16,135.49,133.55,-12.34
01/19/23,134.75,13303370,-1.82,-1.33,-1.33,141.72,-8.03,135.32,135.90,133.59,-12.55
