Date,Price,CVol,Change,% Change,% Return,Total Return (Gross),Cumulative Return %,Open,High,Low,Cumulative Change %
05/10/23,107.74,14884790,-1.40,-1.28,-1.28,117.81,111.47,109.74,110.01,106.71,93.39
05/09/23,109.14,11370770,0.03,0.03,0.03,119.34,114.22,108.34,110.23,108.21,95.91
05/08/23,109.11,11187750,0.43,0.40,0.40,119.31,114.16,110.50,110.97,109.04,95.85
05/05/23,108.68,14968200,2.64,2.49,2.49,118.84,113.32,108.55,109.43,107.53,95.08
05/04/23,106.04,17177150,-1.89,-1.75,-1.75,115.95,108.14,107.90,108.75,105.91,90.34
05/03/23,107.93,16212340,-2.17,-1.97,-1.97,118.02,111.85,109.08,109.81,107.76,93.74
05/02/23,110.10,24324100,-4.57,-3.99,-3.99,120.39,116.11,113.94,113.94,109.29,97.63
05/01/23,114.67,17354990,-3.67,-3.10,-3.10,125.39,125.08,115.99,117.30,114.45,105.83
04/28/23,118.34,24381950,1.51,1.29,1.29,129.40,132.28,117.25,119.92,116.83,112.42
04/27/23,116.83,16279190,1.38,1.20,1.20,127.75,129.32,115.62,117.01,114.88,109.71
04/26/23,115.45,15566090,-1.07,-0.92,-0.92,126.24,126.61,116.03,117.09,114.68,107.23
04/25/23,116.52,12179830,-1.68,-1.42,-1.42,127.41,128.71,117.55,117.74,115.63,109.15
04/24/23,118.20,15831310,2.19,1.89,1.89,129.25,132.01,115.92,118.89,115.88,112.17
04/21/23,116.01,14315330,0.37,0.32,0.32,126.86,127.71,116.49,116.88,115.26,108.24
04/20/23,115.64,17038750,-0.93,-0.80,-0.80,126.45,126.98,115.13,115.68,113.23,107.57
04/19/23,116.57,10682610,-0.37,-0.32,-0.32,127.47,128.81,116.08,116.90,115.77,109.24
04/18/23,116.94,17436140,2.24,1.95,1.95,127.87,129.53,114.39,117.21,114.30,109.91
04/17/23,114.70,13260350,-1.35,-1.16,-1.16,125.42,125.14,115.49,116.51,114.42,105.89
04/14/23,116.05,11530830,0.28,0.24,0.24,126.90,127.79,115.90,116.66,115.12,108.31
04/13/23,115.77,12399650,0.54,0.47,0.47,126.59,127.24,114.60,115.89,114.13,107.81
04/12/23,115.23,10919020,-0.12,-0.10,-0.10,126.00,126.18,116.16,116.59,114.93,106.84
04/11/23,115.35,11758460,0.81,0.71,0.71,126.13,126.41,114.96,116.20,114.38,107.05
04/10/23,114.54,13006550,-0.51,-0.44,-0.44,125.25,124.82,114.78,116.18,114.17,105.60
04/06/23,115.05,15777960,-1.94,-1.66,-1.66,125.81,125.82,116.86,117.18,114.77,106.52
04/05/23,116.99,16479470,1.97,1.71,1.71,127.93,129.63,115.35,117.00,114.31,110.00
04/04/23,115.02,16365490,-1.11,-0.96,-0.96,125.77,125.76,116.26,116.70,114.17,106.46
04/03/23,116.13,28087680,6.47,5.90,5.90,126.99,127.94,113.39,116.85,113.12,108.45
03/31/23,109.66,14417960,0.17,0.16,0.16,119.91,115.24,109.68,110.17,109.05,96.84
03/30/23,109.49,11578170,0.53,0.49,0.49,119.73,114.91,109.55,109.57,108.52,96.54
03/29/23,108.96,14219120,1.84,1.72,1.72,119.15,113.87,108.06,109.16,107.49,95.58
03/28/23,107.12,11047590,1.32,1.25,1.25,117.13,110.26,105.44,107.65,105.19,92.28
03/27/23,105.80,14805910,2.27,2.19,2.19,115.69,107.67,104.74,106.48,103.91,89.91
03/24/23,103.53,13405810,0.12,0.12,0.12,113.21,103.21,101.47,103.85,100.91,85.84
03/23/23,103.41,14385870,-1.18,-1.13,-1.13,113.08,102.97,105.36,106.34,102.44,85.62
03/22/23,104.59,14952670,-2.45,-2.29,-2.29,114.37,105.29,106.80,107.18,104.56,87.74
03/21/23,107.04,31592310,4.59,4.48,4.48,117.05,110.10,104.17,107.28,104.13,92.14
03/20/23,102.45,32042110,2.61,2.61,2.61,112.03,101.09,99.63,102.48,99.50,83.90
03/17/23,99.84,43199473,-1.19,-1.18,-1.18,109.17,95.97,100.60,101.61,99.14,79.21
03/16/23,101.03,27476130,-0.59,-0.58,-0.58,110.47,98.30,99.11,101.68,98.02,81.35
03/15/23,101.62,25733780,-5.32,-4.97,-4.97,111.12,99.46,102.82,104.20,100.22,82.41
03/14/23,106.94,18263510,0.40,0.38,0.38,116.94,109.90,106.35,109.01,104.96,91.96
03/13/23,106.54,20745630,-1.24,-1.15,-1.15,116.50,109.12,105.34,107.86,103.72,91.24
03/10/23,107.78,15795670,-1.35,-1.24,-1.24,117.86,111.55,109.56,111.04,107.15,93.47
03/09/23,109.13,12961240,-0.85,-0.77,-0.77,119.33,114.20,110.87,112.23,109.03,95.89
03/08/23,109.98,13509820,-1.63,-1.46,-1.46,120.26,115.87,111.23,112.42,109.07,97.42
03/07/23,111.61,11525290,-2.20,-1.93,-1.93,122.04,119.07,112.81,113.17,111.17,100.34
03/06/23,113.81,14347410,1.00,0.89,0.89,124.45,123.39,111.99,113.84,111.87,104.29
03/03/23,112.81,13006710,1.41,1.27,1.27,123.36,121.43,110.05,113.37,109.95,102.50
03/02/23,111.40,10343080,0.51,0.46,0.46,121.81,118.66,110.62,111.70,110.17,99.96
03/01/23,110.89,13199960,0.98,0.89,0.89,121.26,117.66,109.31,111.86,109.24,99.05
02/28/23,109.91,18107030,-0.64,-0.58,-0.58,120.19,115.73,111.24,111.36,109.22,97.29
02/27/23,110.55,11710450,-0.20,-0.18,-0.18,120.88,116.99,110.80,111.26,109.96,98.44
02/24/23,110.75,14351040,0.01,0.01,0.01,121.10,117.38,109.33,110.96,109.02,98.80
02/23/23,110.74,11289400,1.01,0.92,0.92,121.09,117.36,110.73,111.83,109.90,98.78
02/22/23,109.73,13973840,-1.44,-1.30,-1.30,119.99,115.38,110.48,110.97,108.64,96.97
02/21/23,111.17,14469430,-0.11,-0.10,-0.10,121.56,118.21,110.81,112.38,110.81,99.55
02/17/23,111.28,20758330,-4.45,-3.85,-3.85,121.68,118.42,114.19,114.19,110.98,99.75
02/16/23,115.73,11360600,-0.34,-0.29,-0.29,126.55,127.16,115.31,116.78,114.80,107.74
02/15/23,116.07,13673360,-0.35,-0.30,-0.30,126.92,127.82,115.72,116.09,114.14,108.35
02/14/23,116.42,12078990,-1.38,-1.17,-1.17,127.30,128.51,117.01,117.81,116.02,108.98
02/13/23,117.80,14536240,-1.37,-1.15,-0.39,128.81,131.22,117.72,118.18,115.90,111.45
02/10/23,119.17,24918620,4.82,4.22,4.22,129.31,132.12,116.51,119.63,116.16,113.91
02/09/23,114.35,17439310,0.43,0.38,0.38,124.08,122.73,114.62,116.24,114.18,105.26
02/08/23,113.92,18459680,-1.00,-0.87,-0.87,123.61,121.89,115.05,115.83,113.85,104.49
02/07/23,114.92,16013310,3.19,2.86,2.86,124.70,123.84,112.39,115.31,112.02,106.28
02/06/23,111.73,13855210,-0.19,-0.17,-0.17,121.24,117.62,112.36,113.09,110.32,100.56
02/03/23,111.92,20226610,0.77,0.69,0.69,121.44,117.99,111.90,114.11,111.56,100.90
02/02/23,111.15,24562120,-3.59,-3.13,-3.13,120.61,116.49,114.85,115.07,109.83,99.52
02/01/23,114.74,19464870,-1.27,-1.09,-1.09,124.50,123.49,115.83,117.38,113.34,105.96
01/31/23,116.01,27861850,2.45,2.16,2.16,125.88,125.96,112.10,116.40,110.43,108.24
01/30/23,113.56,18672050,-2.05,-1.77,-1.77,123.22,121.19,115.09,115.49,113.15,103.84
01/27/23,115.61,15179210,-2.15,-1.83,-1.83,125.45,125.18,116.95,117.67,115.39,107.52
01/26/23,117.76,21019680,4.55,4.02,4.02,127.78,129.37,114.72,117.78,114.34,111.38
01/25/23,113.21,11914730,-0.60,-0.53,-0.53,122.84,120.51,113.23,113.65,111.39,103.21
01/24/23,113.81,13583030,1.05,0.93,0.93,123.50,121.68,109.16,114.02,104.87,104.29
01/23/23,112.76,16584420,-0.59,-0.52,-0.52,122.36,119.63,113.64,114.59,112.64,102.41
01/20/23,113.35,16515610,2.03,1.82,1.82,123.00,120.78,111.36,113.44,110.61,103.46
01/19/23,111.32,12928020,0.71,0.64,0.64,120.79,116.83,110.07,112.13,109.58,99.82
01/18/23,110.61,16399690,-2.32,-2.05,-2.05,120.02,115.44,113.26,114.12,110.40,98.55
01/17/23,112.93,16542200,-0.22,-0.19,-0.19,122.54,119.96,113.41,114.08,112.67,102.71
01/13/23,113.15,12011360,-0.07,-0.06,-0.06,122.78,120.39,113.11,113.49,112.16,103.11
01/12/23,113.22,15357320,1.85,1.66,1.66,122.86,120.53,111.82,113.74,111.74,103.23
01/11/23,111.37,16710370,1.28,1.16,1.16,120.85,116.92,110.99,111.45,109.09,99.91
01/10/23,110.09,15104600,1.62,1.49,1.49,119.46,114.43,109.79,110.33,108.01,97.61
01/09/23,108.47,17964590,-2.06,-1.86,-1.86,117.70,111.27,111.64,111.64,107.81,94.70
01/06/23,110.53,16348130,1.32,1.21,1.21,119.94,115.29,110.08,111.99,109.67,98.40
01/05/23,109.21,15946560,2.39,2.24,2.24,118.50,112.72,106.34,109.95,106.31,96.03
01/04/23,106.82,18058400,0.31,0.29,0.29,115.91,108.06,104.80,107.16,104.76,91.74
01/03/23,106.51,15146170,-3.79,-3.44,-3.44,115.57,107.46,109.78,110.02,105.49,91.19
12/30/22,110.30,11799640,1.10,1.01,1.01,119.69,114.84,108.61,110.50,108.61,97.99
12/29/22,109.20,10534030,0.82,0.76,0.76,118.49,112.70,107.99,109.72,107.99,96.02
12/28/22,108.38,10702080,-1.81,-1.64,-1.64,117.60,111.10,109.91,110.00,107.90,94.54
12/27/22,110.19,11962060,1.51,1.39,1.39,119.57,114.62,109.27,110.47,108.83,97.79
12/23/22,108.68,11539450,2.80,2.64,2.64,117.93,111.68,106.95,108.74,106.90,95.08
12/22/22,105.88,13215500,-2.18,-2.02,-2.02,114.89,106.23,107.89,108.19,104.10,90.06
12/21/22,108.06,13565370,1.37,1.28,1.28,117.26,110.48,108.29,108.59,107.16,93.97
12/20/22,106.69,14680000,1.52,1.45,1.45,115.77,107.81,105.17,107.51,105.07,91.51
12/19/22,105.17,13611120,0.47,0.45,0.45,114.12,104.85,105.26,106.20,104.38,88.78
12/16/22,104.70,54596620,-0.74,-0.70,-0.70,113.61,103.93,103.69,105.58,103.13,87.94
12/15/22,105.44,15367890,-1.02,-0.96,-0.96,114.41,105.37,105.33,106.17,103.70,89.27
12/14/22,106.46,17597330,-0.79,-0.74,-0.74,115.52,107.36,107.99,108.30,105.75,91.10
12/13/22,107.25,24305350,1.16,1.09,1.09,116.38,108.90,107.80,108.54,107.02,92.51
12/12/22,106.09,20413170,2.55,2.46,2.46,115.12,106.64,103.83,106.24,103.59,90.43
12/09/22,103.54,21298190,-0.88,-0.84,-0.84,112.35,101.67,104.59,105.95,103.30,85.86
12/08/22,104.42,21128760,0.77,0.74,0.74,113.31,103.39,106.28,106.80,103.71,87.43
12/07/22,103.65,20061730,-0.23,-0.22,-0.22,112.47,101.89,103.78,104.85,102.37,86.05
12/06/22,103.88,21196980,-2.97,-2.78,-2.78,112.72,102.33,105.90,107.04,103.15,86.47
12/05/22,106.85,19287750,-3.01,-2.74,-2.74,115.94,108.12,110.70,111.36,105.94,91.80
12/02/22,109.86,15248390,-0.94,-0.85,-0.85,119.21,113.98,109.51,111.71,109.20,97.20
12/01/22,110.80,14398310,-0.54,-0.49,-0.49,120.23,115.81,111.64,112.07,110.18,98.89
11/30/22,111.34,23158060,0.80,0.72,0.72,120.82,116.86,111.54,111.90,109.78,99.86
11/29/22,110.54,14453170,0.73,0.66,0.66,119.95,115.31,110.61,111.80,109.79,98.42
11/28/22,109.81,23017670,-3.40,-3.00,-3.00,119.16,113.88,110.66,111.46,109.62,97.11
11/25/22,113.21,7136013,-0.40,-0.35,-0.35,122.84,120.51,113.88,114.61,113.06,103.21
11/23/22,113.61,11546690,-0.57,-0.50,-0.50,123.28,121.29,112.32,113.95,112.10,103.93
11/22/22,114.18,17719090,3.21,2.89,2.89,123.90,122.40,112.21,114.47,111.43,104.95
11/21/22,110.97,20972980,-1.11,-0.99,-0.99,120.41,116.14,109.99,111.20,107.48,99.19
11/18/22,112.08,15415030,-0.98,-0.87,-0.87,121.62,118.31,110.90,112.48,109.61,101.18
11/17/22,113.06,12435740,0.15,0.13,0.13,122.68,120.22,111.29,113.20,110.75,102.94
11/16/22,112.91,13590970,-1.22,-1.07,-1.07,122.52,119.92,113.44,114.26,111.86,102.67
11/15/22,114.13,19373750,0.76,0.67,0.67,123.84,122.30,113.80,114.53,112.87,104.86
11/14/22,113.37,20858290,-0.58,-0.51,0.29,123.02,120.82,112.63,114.64,112.49,103.50
11/11/22,113.95,20518850,3.45,3.12,3.12,122.66,120.18,112.58,114.50,112.49,104.54
11/10/22,110.50,20146730,1.60,1.47,1.47,118.95,113.51,110.19,110.70,107.57,98.35
11/09/22,108.90,19522760,-5.10,-4.47,-4.47,117.23,110.42,113.10,113.28,108.57,95.48
11/08/22,114.00,14661030,0.36,0.32,0.32,122.72,120.28,113.48,114.66,112.60,104.63
11/07/22,113.64,16008040,1.33,1.18,1.18,122.33,119.58,112.41,113.99,112.13,103.98
11/04/22,112.31,17541460,1.21,1.09,1.09,120.90,117.01,113.00,113.50,110.80,101.60
11/03/22,111.10,17103670,1.49,1.36,1.36,119.60,114.67,108.58,111.82,108.31,99.43
11/02/22,109.61,20661780,-2.30,-2.06,-2.06,117.99,111.80,111.58,112.10,109.31,96.75
11/01/22,111.91,22213140,1.10,0.99,0.99,120.47,116.24,112.37,112.57,110.65,100.88
10/31/22,110.81,26401840,0.11,0.10,0.10,119.28,114.11,109.50,112.91,109.44,98.91
10/28/22,110.70,28169440,3.15,2.93,2.93,119.16,113.90,109.46,111.21,108.12,98.71
10/27/22,107.55,18214020,0.41,0.38,0.38,115.77,107.81,108.41,109.58,107.42,93.05
10/26/22,107.14,17390410,1.26,1.19,1.19,115.33,107.02,106.26,107.83,106.00,92.32
10/25/22,105.88,15719810,-0.72,-0.68,-0.68,113.98,104.59,106.41,107.33,105.07,90.06
10/24/22,106.60,17024240,0.74,0.70,0.70,114.75,105.98,105.66,107.68,105.12,91.35
10/21/22,105.86,22814150,1.93,1.86,1.86,113.95,104.55,104.45,106.40,103.91,90.02
10/20/22,103.93,17649030,0.14,0.13,0.13,111.88,100.82,104.32,105.00,103.41,86.56
10/19/22,103.79,20921700,2.99,2.97,2.97,111.73,100.55,101.25,103.99,101.23,86.30
10/18/22,100.80,14065440,0.18,0.18,0.18,108.51,94.77,101.54,102.35,99.23,80.94
10/17/22,100.62,14283230,1.43,1.44,1.44,108.31,94.42,101.07,101.97,100.50,80.61
10/14/22,99.19,15229630,-2.68,-2.63,-2.63,106.77,91.66,101.12,102.24,99.04,78.05
10/13/22,101.87,22019140,3.44,3.49,3.49,109.66,96.84,97.55,102.45,97.40,82.86
10/12/22,98.43,12635770,0.43,0.44,0.44,105.96,90.19,97.50,98.91,97.23,76.68
10/11/22,98.00,17804130,-0.84,-0.85,-0.85,105.49,89.36,97.22,99.76,96.75,75.91
10/10/22,98.84,16786090,-2.19,-2.17,-2.17,106.40,90.98,101.49,102.03,98.72,77.42
10/07/22,101.03,24507650,-1.03,-1.01,-1.01,108.76,95.22,102.19,103.32,100.18,81.35
10/06/22,102.06,29124720,2.94,2.97,2.97,109.86,97.21,98.47,102.18,98.33,83.20
10/05/22,99.12,34857700,3.85,4.04,4.04,106.70,91.53,95.75,99.99,95.66,77.92
10/04/22,95.27,22133710,3.35,3.64,3.64,102.55,84.09,93.24,95.36,92.71,71.01
10/03/22,91.92,23881330,4.61,5.28,5.28,98.95,77.61,90.04,92.36,89.72,65.00
09/30/22,87.31,21357560,-1.37,-1.54,-1.54,93.99,68.71,88.17,89.04,87.31,56.72
09/29/22,88.68,17896010,-0.18,-0.20,-0.20,95.46,71.35,88.18,89.36,87.13,59.18
09/28/22,88.86,19543320,3.12,3.64,3.64,95.65,71.70,86.12,89.30,85.92,59.50
09/27/22,85.74,17307290,1.76,2.10,2.10,92.30,65.67,85.61,86.96,84.81,53.90
09/26/22,83.98,22043360,-1.77,-2.06,-2.06,90.40,62.27,84.90,86.22,83.89,50.74
09/23/22,85.75,27738820,-4.82,-5.32,-5.32,92.31,65.69,87.50,87.50,84.85,53.92
09/22/22,90.57,16139390,-0.38,-0.42,-0.42,97.50,75.00,92.20,92.66,90.52,62.57
09/21/22,90.95,17332420,-1.49,-1.61,-1.61,97.90,75.74,93.57,93.88,90.87,63.26
09/20/22,92.44,14712520,-0.76,-0.82,-0.82,99.51,78.62,92.73,92.93,91.64,65.93
09/19/22,93.20,15342110,-0.01,-0.01,-0.01,100.33,80.09,91.01,93.49,91.00,67.29
09/16/22,93.21,37874710,-1.62,-1.71,-1.71,100.34,80.11,95.07,95.34,92.00,67.31
09/15/22,94.83,21092270,-2.84,-2.91,-2.91,102.08,83.24,96.22,96.54,94.05,70.22
09/14/22,97.67,22655680,2.34,2.45,2.45,105.14,88.72,96.19,98.56,96.15,75.32
09/13/22,95.33,18229120,-2.28,-2.34,-2.34,102.62,84.20,96.61,97.78,94.91,71.12
09/12/22,97.61,16118940,1.11,1.15,1.15,105.07,88.61,97.65,99.19,96.88,75.21
09/09/22,96.50,17161440,1.59,1.68,1.68,103.88,86.46,96.52,97.00,95.32,73.22
09/08/22,94.91,18759210,0.77,0.82,0.82,102.17,83.39,94.66,95.42,93.72,70.36
09/07/22,94.14,16274660,-0.81,-0.85,-0.85,101.34,81.90,93.19,94.59,92.30,68.98
09/06/22,94.95,19201530,-0.64,-0.67,-0.67,102.21,83.47,96.16,96.59,94.51,70.44
09/02/22,95.59,18206810,1.72,1.83,1.83,102.90,84.70,96.35,96.79,95.11,71.58
09/01/22,93.87,16422990,-1.72,-1.80,-1.80,101.05,81.38,94.42,95.07,92.29,68.50
08/31/22,95.59,18340880,-0.72,-0.75,-0.75,102.90,84.70,94.03,96.84,93.59,71.58
08/30/22,96.31,17086840,-3.81,-3.81,-3.81,103.67,86.10,98.36,98.62,95.82,72.88
08/29/22,100.12,23059210,2.25,2.30,2.30,107.78,93.46,98.18,101.56,98.14,79.72
08/26/22,97.87,15531370,-1.22,-1.23,-1.23,105.35,89.11,98.77,99.91,97.42,75.68
08/25/22,99.09,15305730,0.51,0.52,0.52,106.67,91.47,98.92,99.86,98.10,77.87
08/24/22,98.58,17050310,0.58,0.59,0.59,106.12,90.48,98.01,98.97,97.36,76.95
08/23/22,98.00,23764740,3.99,4.24,4.24,105.49,89.36,95.55,98.41,95.45,75.91
08/22/22,94.01,16019930,-0.07,-0.07,-0.07,101.20,81.65,93.42,94.49,91.86,68.75
08/19/22,94.08,16128560,-0.30,-0.32,-0.32,101.27,81.79,94.16,95.20,93.80,68.87
08/18/22,94.38,17770370,2.18,2.36,2.36,101.60,82.37,93.15,95.31,93.09,69.41
08/17/22,92.20,13678050,0.74,0.81,0.81,99.25,78.15,91.27,93.21,90.92,65.50
08/16/22,91.46,14038210,-0.86,-0.93,-0.93,98.45,76.72,92.03,92.89,91.29,64.17
08/15/22,92.32,20755230,-1.68,-1.79,-1.79,99.38,78.39,90.53,92.73,89.66,65.72
08/12/22,94.00,15058220,0.81,0.87,0.87,101.19,81.63,92.48,94.02,92.11,68.73
08/11/22,93.19,18797870,1.74,1.90,2.86,100.32,80.07,91.84,94.30,91.44,67.28
08/10/22,91.45,18302000,0.86,0.95,0.95,97.52,75.05,90.68,91.79,89.19,64.15
08/09/22,90.59,19083430,1.64,1.84,1.84,96.60,73.41,90.05,91.61,89.95,62.61
08/08/22,88.95,14467150,0.50,0.57,0.57,94.86,70.27,88.61,89.60,88.22,59.67
08/05/22,88.45,17408030,1.26,1.45,1.45,94.32,69.31,86.36,89.69,86.28,58.77
08/04/22,87.19,31821470,-3.83,-4.21,-4.21,92.98,66.90,90.31,90.34,86.43,56.51
08/03/22,91.02,23580810,-3.05,-3.24,-3.24,97.06,74.23,94.42,94.42,90.79,63.38
08/02/22,94.07,16722500,-0.41,-0.43,-0.43,100.32,80.07,94.69,95.20,93.82,68.86
08/01/22,94.48,20793150,-2.45,-2.53,-2.53,100.75,80.85,94.79,95.35,93.23,69.59
07/29/22,96.93,29825830,4.29,4.63,4.63,103.37,85.54,94.45,97.52,94.10,73.99
07/28/22,92.64,20353090,1.07,1.17,1.17,98.79,77.33,92.18,93.25,91.01,66.29
07/27/22,91.57,18046960,1.94,2.16,2.16,97.65,75.28,90.28,92.00,89.40,64.37
07/26/22,89.63,15141200,-0.35,-0.39,-0.39,95.58,71.57,91.13,91.28,89.00,60.89
07/25/22,89.98,17536370,2.90,3.33,3.33,95.95,72.24,88.16,90.13,87.42,61.51
07/22/22,87.08,15479480,-0.67,-0.76,-0.76,92.86,66.69,87.55,88.47,86.63,56.31
07/21/22,87.75,21375670,-1.49,-1.67,-1.67,93.58,67.97,86.93,87.80,85.21,57.51
07/20/22,89.24,16584410,0.97,1.10,1.10,95.16,70.82,87.58,89.65,87.25,60.19
07/19/22,88.27,18248900,2.17,2.52,2.52,94.13,68.97,86.42,88.52,86.25,58.45
07/18/22,86.10,19395810,1.56,1.85,1.85,91.82,64.81,86.58,87.94,85.75,54.55
07/15/22,84.54,17243750,1.40,1.68,1.68,90.15,61.83,84.80,84.88,82.90,51.75
07/14/22,83.14,26343030,-1.70,-2.00,-2.00,88.66,59.15,81.85,83.31,80.69,49.24
07/13/22,84.84,19928600,0.34,0.40,0.40,90.47,62.40,83.38,86.31,83.30,52.29
07/12/22,84.50,21013010,-1.14,-1.33,-1.33,90.11,61.75,83.78,85.05,82.86,51.68
07/11/22,85.64,15608350,-0.44,-0.51,-0.51,91.33,63.93,85.17,86.12,84.36,53.72
07/08/22,86.08,17673820,0.14,0.16,0.16,91.80,64.77,86.95,87.30,84.93,54.51
07/07/22,85.94,23817360,2.66,3.19,3.19,91.65,64.51,85.38,86.76,85.30,54.26
07/06/22,83.28,33375730,-1.53,-1.80,-1.80,88.81,59.41,83.76,85.23,81.01,49.49
07/05/22,84.81,34601330,-2.74,-3.13,-3.13,90.44,62.34,86.34,86.70,83.01,52.23
07/01/22,87.55,26327860,1.91,2.23,2.23,93.36,67.59,86.74,87.88,84.71,57.15
06/30/22,85.64,39948070,-2.48,-2.81,-2.81,91.33,63.93,86.14,87.60,84.67,53.72
06/29/22,88.12,25400940,-3.38,-3.69,-3.69,93.97,68.68,92.98,93.20,87.76,58.18
06/28/22,91.50,33123000,2.47,2.77,2.77,97.57,75.15,91.12,93.24,90.35,64.24
06/27/22,89.03,25478680,2.13,2.45,2.45,94.94,70.42,87.81,90.04,87.67,59.81
06/24/22,86.90,26638990,1.69,1.98,1.98,92.67,66.34,86.95,88.40,85.81,55.99
06/23/22,85.21,35757207,-2.65,-3.02,-3.02,90.87,63.11,88.66,89.05,83.52,52.95
06/22/22,87.86,29769630,-3.62,-3.96,-3.96,93.69,68.18,87.54,89.76,87.53,57.71
06/21/22,91.48,35951460,5.36,6.22,6.22,97.55,75.11,88.58,92.53,88.52,64.21
06/17/22,86.12,64610190,-5.27,-5.77,-5.77,91.84,64.85,90.96,91.35,85.66,54.59
06/16/22,91.39,35696754,-3.50,-3.69,-3.69,97.46,74.94,92.41,93.13,90.28,64.05
06/15/22,94.89,29620780,-1.21,-1.26,-1.26,101.19,81.64,95.99,96.57,93.27,70.33
06/14/22,96.10,31264020,0.25,0.26,0.26,102.48,83.95,97.41,98.67,95.27,72.50
06/13/22,95.85,33421050,-4.61,-4.59,-4.59,102.21,83.47,97.52,97.77,93.92,72.05
06/10/22,100.46,30958350,-1.87,-1.83,-1.83,107.13,92.30,101.94,103.35,99.79,80.33
06/09/22,102.33,26634340,-2.26,-2.16,-2.16,109.12,95.88,103.42,104.57,102.16,83.68
06/08/22,104.59,31613160,1.22,1.18,1.18,111.53,100.20,103.49,105.57,102.98,87.74
06/07/22,103.37,37810230,4.53,4.58,4.58,110.23,97.87,99.70,103.43,99.49,85.55
06/06/22,98.84,20682050,-0.25,-0.25,-0.25,105.40,89.20,99.18,99.78,98.67,77.42
06/03/22,99.09,21038160,1.42,1.45,1.45,105.67,89.68,97.90,99.66,97.90,77.87
06/02/22,97.67,19089110,-0.17,-0.17,-0.17,104.15,86.96,97.29,98.10,96.79,75.32
06/01/22,97.84,25815370,1.84,1.92,1.92,104.34,87.28,97.02,98.71,96.62,75.62
05/31/22,96.00,44888130,-1.59,-1.63,-1.63,102.37,83.76,98.56,99.78,95.71,72.32
05/27/22,97.59,25588790,0.95,0.98,0.98,104.07,86.81,95.95,97.93,95.30,75.18
05/26/22,96.64,24314830,0.34,0.35,0.35,103.06,84.99,96.60,97.43,96.20,73.47
05/25/22,96.30,29947850,1.90,2.01,2.01,102.69,84.34,94.58,96.53,94.47,72.86
05/24/22,94.40,24293330,0.51,0.54,0.54,100.67,80.70,92.82,94.79,92.32,69.45
05/23/22,93.89,27239330,2.03,2.21,2.21,100.12,79.72,92.66,94.77,92.55,68.53
05/20/22,91.86,28795030,0.72,0.79,0.79,97.96,75.84,91.93,93.59,90.40,64.89
05/19/22,91.14,24387370,0.49,0.54,0.54,97.19,74.46,89.00,92.30,89.00,63.60
05/18/22,90.65,25451240,-1.46,-1.59,-1.59,96.67,73.52,92.51,92.92,89.83,62.72
05/17/22,92.11,23120660,1.16,1.28,1.28,98.23,76.32,91.73,92.45,91.12,65.34
05/16/22,90.95,26101220,2.09,2.35,2.35,96.99,74.10,88.98,91.98,88.97,63.26
05/13/22,88.86,25798440,2.56,2.97,2.97,94.76,70.09,87.36,88.95,86.35,59.50
05/12/22,86.30,29491520,-0.49,-0.56,0.45,92.03,65.19,85.95,86.38,83.40,54.91
05/11/22,86.79,33020630,1.77,2.08,2.08,91.62,64.46,86.43,88.94,86.28,55.79
05/10/22,85.02,34483207,0.56,0.66,0.66,89.75,61.10,85.64,86.89,83.52,52.61
05/09/22,84.46,45851633,-7.23,-7.89,-7.89,89.16,60.04,89.44,89.56,84.02,51.61
05/06/22,91.69,29619350,1.38,1.53,1.53,96.79,73.74,90.98,91.82,89.35,64.58
05/05/22,90.31,41013420,-1.39,-1.52,-1.52,95.33,71.13,92.04,92.05,88.39,62.11
05/04/22,91.70,46188367,3.51,3.98,3.98,96.80,73.76,89.50,91.88,88.91,64.60
05/03/22,88.19,33908100,1.78,2.06,2.06,93.10,67.11,86.26,88.78,86.12,58.30
05/02/22,86.41,36335200,1.16,1.36,1.36,91.22,63.74,85.01,87.04,84.63,55.11
04/29/22,85.25,34656460,-1.95,-2.24,-2.24,89.99,61.54,88.14,88.14,84.70,53.02
04/28/22,87.20,33683760,2.56,3.02,3.02,92.05,65.23,84.88,88.14,84.07,56.52
04/27/22,84.64,32773020,2.35,2.86,2.86,89.35,60.38,83.39,85.48,82.28,51.93
04/26/22,82.29,28941490,0.03,0.04,0.04,86.87,55.93,82.73,84.72,82.18,47.71
04/25/22,82.26,37698260,-2.87,-3.37,-3.37,86.84,55.87,82.37,82.66,79.29,47.66
04/22/22,85.13,23591600,-1.90,-2.18,-2.18,89.87,61.31,86.66,88.12,85.00,52.81
04/21/22,87.03,29010860,-0.93,-1.06,-1.06,91.87,64.91,88.95,89.80,86.79,56.22
04/20/22,87.96,20689410,0.20,0.23,0.23,92.85,66.67,87.97,88.50,87.30,57.89
04/19/22,87.76,20382630,-0.79,-0.89,-0.89,92.64,66.29,88.01,88.66,87.27,57.53
04/18/22,88.55,19032300,0.72,0.82,0.82,93.48,67.79,88.50,88.89,87.75,58.95
04/14/22,87.83,24566440,1.02,1.17,1.17,92.72,66.43,86.67,88.46,86.23,57.66
04/13/22,86.81,19306830,1.21,1.41,1.41,91.64,64.49,86.61,87.11,85.19,55.82
04/12/22,85.60,22444180,1.75,2.09,2.09,90.36,62.20,85.71,86.82,85.38,53.65
