Date,ABNB,TSLA,F,ZM,INTC,SP500,Mkt-RF,SMB,HML,RF,ABNB_excess,TSLA_excess,F_excess,ZM_excess,INTC_excess
2023-11-30,0.06805308986389469,0.19537940649273122,0.05230776058079467,0.13087695898632856,0.22869127246443277,0.09068098783784428,0.0888,-0.001,0.0167,0.0044,0.06365308986389469,0.19097940649273124,0.04790776058079467,0.12647695898632857,0.22429127246443278
2023-12-31,0.07756846604400791,0.034988337220926535,0.18810911837010846,0.06015037593985029,0.12416107451738734,0.04507010472591988,0.048499999999999995,0.063,0.0489,0.0043,0.07326846604400791,0.030688337220926537,0.18380911837010847,0.05585037593985029,0.11986107451738734
2024-01-31,0.05876303804906735,-0.24625724404378557,-0.03855622318886509,-0.10151578361841151,-0.14268655944457842,0.016531490401715754,0.0073,-0.0507,-0.023799999999999998,0.004699999999999999,0.054063038049067355,-0.25095724404378555,-0.04325622318886509,-0.10621578361841151,-0.14738655944457843
2024-02-29,0.09247953378659735,0.0779005819851577,0.08941048850758726,0.09472217922922188,0.0022262239862320676,0.0528930085524808,0.0507,-0.0024,-0.034300000000000004,0.0042,0.08827953378659735,0.0737005819851577,0.08521048850758726,0.09052217922922189,-0.001973776013767932
2024-03-31,0.047564615482314165,-0.12923518922131905,0.06752414277725416,-0.07578113954474763,0.026016164505064054,0.03182801345983899,0.028399999999999998,-0.025,0.0416,0.0043,0.04326461548231417,-0.13353518922131905,0.06322414277725416,-0.08008113954474763,0.021716164505064056
2024-04-30,-0.03873666343355964,0.04260765686330159,-0.08509042077232543,-0.06532048340217167,-0.3101652215601983,-0.04107590474870526,-0.04650000000000001,-0.023700000000000002,-0.0045000000000000005,0.004699999999999999,-0.04343666343355963,0.037907656863301595,-0.08979042077232542,-0.07002048340217167,-0.3148652215601983
2024-05-31,-0.08601879296209824,-0.028371890004364242,0.010659059991131814,0.003927986906710146,0.01655782110716819,0.04911515092230512,0.0433,0.0055000000000000005,-0.0131,0.0044,-0.09041879296209825,-0.03277189000436424,0.006259059991131814,-0.00047201309328985443,0.01215782110716819
2024-06-30,0.04622921410336067,0.111185983827494,0.03380050411364266,-0.03505053798500146,0.003889760443197554,0.035518568599536726,0.027999999999999997,-0.03,-0.0336,0.0040999999999999995,0.04212921410336067,0.10708598382749401,0.02970050411364266,-0.03915053798500146,-0.00021023955680244538
2024-07-31,-0.07960166194024954,0.17278148372751212,-0.13716107598686844,0.020442642338232675,-0.007426514017719432,0.011916956818893931,0.012199999999999999,0.0681,0.0562,0.0045000000000000005,-0.08410166194024954,0.16828148372751212,-0.14166107598686845,0.015942642338232674,-0.011926514017719433
2024-08-31,-0.1594296359988524,-0.0773904425388885,0.0500739878562142,0.14370860927152274,-0.2782994437916857,0.023829656406171518,0.016,-0.0349,-0.011000000000000001,0.0048,-0.1642296359988524,-0.08219044253888849,0.0452739878562142,0.13890860927152274,-0.2830994437916857
2024-09-30,0.08098201346858813,0.22194199243379598,-0.05630026116259057,0.009554140127388644,0.06442826491472076,0.02100931817270424,0.0172,-0.0013,-0.0276,0.004,0.07698201346858813,0.21794199243379597,-0.060300261162590574,0.005554140127388644,0.06042826491472075
2024-10-31,0.06292879110480332,-0.04502541757443723,-0.025568100176975528,0.07169486664754787,-0.08269388089528396,-0.009317465789272505,-0.01,-0.009899999999999999,0.0086,0.0039000000000000003,0.059028791104803316,-0.04892541757443723,-0.02946810017697553,0.06779486664754787,-0.08659388089528396
2024-11-30,0.00979301135099031,0.3814688813287972,0.09643602214276159,0.10636874498260629,0.11756505762729597,0.058281375413683945,0.0649,0.0446,0.0016,0.004,0.00579301135099031,0.3774688813287972,0.09243602214276159,0.10236874498260629,0.11356505762729596
2024-12-31,-0.034530894129747414,0.17000811217985867,-0.11051212740455252,-0.013060829604546909,-0.16632025191691913,-0.024184247958963012,-0.0317,-0.0271,-0.03,0.0037,-0.038230894129747416,0.16630811217985866,-0.11421212740455251,-0.01676082960454691,-0.17002025191691914
2025-01-31,-0.0018263450270146198,0.0018819334389861275,0.018181795709919735,0.06531062369807672,-0.03092261281337272,0.02759792975801001,0.027999999999999997,-0.0197,0.0163,0.0037,-0.00552634502701462,-0.0018180665610138726,0.014481795709919735,0.06161062369807672,-0.03462261281337272
2025-02-28,0.05870244720591655,-0.27587740978744413,-0.021984407095846037,-0.1522889348976304,0.22130720308604768,-0.013406017540035342,-0.024399999999999998,-0.0579,0.049100000000000005,0.0033,0.055402447205916555,-0.27917740978744415,-0.025284407095846038,-0.1555889348976304,0.21800720308604768
2025-03-31,-0.13977100885720417,-0.11543450064850824,0.05026172556253883,0.0009497964721845165,-0.042983586324728096,-0.056704650219898456,-0.0639,-0.0276,0.028999999999999998,0.0034000000000000002,-0.14317100885720419,-0.11883450064850824,0.04686172556253883,-0.002450203527815484,-0.046383586324728096
2025-04-30,0.020592667001506415,0.08874826362092936,-0.001994004396429161,0.05110478514301242,-0.11492730278708063,-0.007034089500151497,-0.0084,-0.0059,-0.0341,0.0034999999999999996,0.017092667001506415,0.08524826362092935,-0.005494004396429161,0.04760478514301242,-0.11842730278708063
2025-05-31,0.05807086614173196,0.2278848880068043,0.051706529730314976,0.04784627289141108,-0.027363165849776938,0.06251782415235052,0.060599999999999994,0.006999999999999999,-0.0288,0.0038,0.05427086614173196,0.2240848880068043,0.04790652973031498,0.04404627289141108,-0.03116316584977694
2025-06-30,0.025891472868217136,-0.08312647924724303,0.04527939724149044,-0.04024615384615382,0.14577999357888216,0.0504791236020552,0.048600000000000004,0.0083,-0.0161,0.0034000000000000002,0.022491472868217136,-0.08652647924724303,0.04187939724149044,-0.04364615384615382,0.14237999357888215
2025-07-31,0.0005289406075263958,-0.029559906818611092,0.020276442498436742,-0.0503975378302125,-0.11607138073073209,0.022210032801583957,0.019799999999999998,0.0027,-0.0127,0.0034000000000000002,-0.0028710593924736044,-0.03295990681861109,0.01687644249843674,-0.0537975378302125,-0.11947138073073209
2025-08-31,-0.014198323389472023,0.08304408473091862,0.07755058547315441,0.09952734638757632,0.2297980218934954,0.019909776268856483,0.0184,0.0387,0.044199999999999996,0.0038,-0.017998323389472024,0.07924408473091862,0.07375058547315441,0.09572734638757632,0.2259980218934954
2025-09-30,-0.06979238489236206,0.33201545511726116,0.016142664569378073,0.013264554163595843,0.37782334590294586,0.03614686799828504,0.0339,-0.018500000000000003,-0.0105,0.0033,-0.07309238489236206,0.32871545511726113,0.012842664569378073,0.009964554163595842,0.37452334590294584
2025-10-31,0.04216768242464175,0.026623493434071,0.0978261393582549,0.057333333333334124,0.1919523573222517,0.02319551222191696,0.0196,-0.0055000000000000005,-0.031,0.0037,0.03846768242464175,0.022923493434070998,0.09412613935825491,0.05363333333333412,0.18825235732225168
2025-11-30,-0.07547020704915408,-0.057801822323462204,0.022908893089899962,-0.02602315717069792,0.014253534564161674,0.002105416830924023,-0.0013,0.0038,0.037599999999999995,0.003,-0.07847020704915408,-0.06080182232346221,0.019908893089899963,-0.02902315717069792,0.011253534564161675
2025-12-31,0.16009915377382655,0.045447148801636805,-0.012048161737201135,0.015654425612053213,-0.09023665276393777,0.0002715167947395791,-0.0036,-0.0106,0.0242,0.0034000000000000002,0.15669915377382654,0.042047148801636805,-0.015448161737201135,0.012254425612053213,-0.09363665276393777
2026-01-31,-0.046787503684055265,-0.042937827981855414,0.05792685205501158,0.06733109282651473,0.2593495777495589,0.014248716725525856,0.0102,0.022000000000000002,0.037200000000000004,0.003,-0.04978750368405527,-0.04593782798185542,0.05492685205501158,0.06433109282651472,0.2563495777495589
2026-02-28,0.04436886449717892,-0.06482191398898673,0.025913639093219976,-0.19717698154180097,-0.01850654661602169,-0.007920551669207687,-0.011699999999999999,0.0014000000000000002,0.028300000000000002,0.0028000000000000004,0.04156886449717892,-0.06762191398898673,0.023113639093219975,-0.19997698154180096,-0.02130654661602169
