Date,ABNB,TSLA,F,ZM,INTC,SP500,Mkt-RF,SMB,HML,RF,ABNB_excess,TSLA_excess,F_excess,ZM_excess,INTC_excess
2021-04-30,-0.01505560307955478,-0.039804969135718404,-0.05718954248366015,-0.03854022504362453,-0.11519532451553316,0.0027855476565779025,0.0495,-0.0319,-0.0102,0.0,-0.01505560307955478,-0.039804969135718404,-0.05718954248366015,-0.03854022504362453,-0.11519532451553316
2021-05-31,-0.18707660239708146,-0.11871353229438819,0.25909878682842336,0.03742529023375152,-0.0010938640709191594,0.006534483932804536,0.003,-0.002,0.0704,0.0,-0.18707660239708146,-0.11871353229438819,0.25909878682842336,0.03742529023375152,-0.0010938640709191594
2021-06-30,0.09074074074074168,0.0871375225802784,0.022711631108051522,0.16740566464573448,-0.017156834340083194,0.023005150271708574,0.0274,0.017,-0.0786,0.0,0.09074074074074168,0.0871375225802784,0.022711631108051522,0.16740566464573448,-0.017156834340083194
2021-07-31,-0.059618649601671514,0.011034290381475964,-0.061238223418572324,-0.02307314678448702,-0.043106442105243614,0.023453292260738445,0.0134,-0.0393,-0.0179,0.0,-0.059618649601671514,0.011034290381475964,-0.061238223418572324,-0.02307314678448702,-0.043106442105243614
2021-08-31,0.07624470522880422,0.07060518901829527,-0.06594982078853084,-0.23432954244908621,0.012818167021136917,0.029980599455263324,0.0294,-0.0032,-0.0023,0.0,0.07624470522880422,0.07060518901829527,-0.06594982078853084,-0.23432954244908621,0.012818167021136917
2021-09-30,0.08232789212207292,0.054042385383477276,0.08672294704528039,-0.09671848013816875,-0.014428473580164414,-0.04682778907846552,-0.044000000000000004,0.0066,0.0512,0.0,0.08232789212207292,0.054042385383477276,0.08672294704528039,-0.09671848013816875,-0.014428473580164414
2021-10-31,0.017347242921013306,0.43652961373393984,0.2062146892655372,0.05028680688336529,-0.08033028733040293,0.0697862017317441,0.0663,-0.0226,-0.0053,0.0,0.017347242921013306,0.43652961373393984,0.2062146892655372,0.05028680688336529,-0.08033028733040293
2021-11-30,0.011016055314660322,0.02761220085640237,0.12928044496487234,-0.23025669033315022,0.011017095019672851,-0.007350263310149319,-0.0158,-0.0131,-0.0037,0.0,0.011016055314660322,0.02761220085640237,0.12928044496487234,-0.23025669033315022,0.011017095019672851
2021-12-31,-0.03506433290831068,-0.07685452099730927,0.08233455740349971,-0.13007899342509743,0.046747912373928946,0.044455113506453925,0.0323,-0.0163,0.0325,0.0001,-0.03516433290831068,-0.07695452099730928,0.0822345574034997,-0.13017899342509742,0.04664791237392894
2022-01-31,-0.07519971169439577,-0.11360935360065716,-0.017626972893709625,-0.16111141319123445,-0.05203880533000971,-0.05199885487710676,-0.0616,-0.0593,0.1286,0.0,-0.07519971169439577,-0.11360935360065716,-0.017626972893709625,-0.16111141319123445,-0.05203880533000971
2022-02-28,-0.01610703383776002,-0.0707681103280764,-0.13497544689920127,-0.1405237231008556,-0.01551328968487975,-0.03036727279538054,-0.022799999999999997,0.0216,0.030600000000000002,0.0,-0.01610703383776002,-0.0707681103280764,-0.13497544689920127,-0.1405237231008556,-0.01551328968487975
2022-03-31,0.13380421149910915,0.23800884556803514,-0.037015856731359764,-0.11591251885369547,0.03899375943775807,0.03672276866573854,0.0308,-0.0155,-0.019,0.0,0.13380421149910915,0.23800884556803514,-0.037015856731359764,-0.11591251885369547,0.03899375943775807
2022-04-30,-0.1079995342338137,-0.19194506453444382,-0.15711298693734577,-0.15064403309732954,-0.12046009547224856,-0.0874288015857062,-0.0941,-0.013500000000000002,0.061799999999999994,0.0,-0.1079995342338137,-0.19194506453444382,-0.15711298693734577,-0.15064403309732954,-0.12046009547224856
2022-05-31,-0.21108282749167762,-0.1291975398708125,-0.03389823975718942,0.07914030330420907,0.027380731514746293,0.0013000044014923606,-0.0034000000000000002,-0.0184,0.08439999999999999,0.0003,-0.2113828274916776,-0.1294975398708125,-0.03419823975718942,0.07884030330420908,0.02708073151474629
2022-06-30,-0.2630098452883255,-0.11188774086898257,-0.18640354802440684,0.004839460214054236,-0.1578118412617895,-0.08295632633660643,-0.084,0.0207,-0.06,0.0006,-0.2636098452883255,-0.11248774086898257,-0.18700354802440683,0.004239460214054237,-0.15841184126178948
2022-07-31,0.24584643017512442,0.32376538658752496,0.31985619238858076,-0.03806612948041088,-0.029403855759268183,0.09187716722660455,0.09570000000000001,0.028399999999999998,-0.0415,0.0008,0.24504643017512442,0.32296538658752494,0.31905619238858074,-0.038866129480410884,-0.03020385575926818
2022-08-31,0.019282753649306095,-0.07248776811904689,0.04748022641833849,-0.22588099364529046,-0.11190523047432455,-0.04127940628202942,-0.0377,0.0141,0.0018,0.0019,0.017382753649306096,-0.07438776811904689,0.04558022641833849,-0.22778099364529047,-0.11380523047432455
2022-09-30,-0.0714285714285714,-0.037589347266064554,-0.26509187358121544,-0.0847014925373124,-0.19266919339048405,-0.09248754913132551,-0.0934,-0.0076,0.0003,0.0019,-0.0733285714285714,-0.03948934726606455,-0.26699187358121546,-0.0866014925373124,-0.19456919339048406
2022-10-31,0.017802741812642964,-0.14216776625824668,0.19375003260988755,0.13384970784074035,0.1032207494548194,0.08063128074643511,0.0785,0.0001,0.0797,0.0023,0.015502741812642964,-0.14446776625824667,0.19145003260988755,0.13154970784074035,0.10092074945481941
2022-11-30,-0.044616967542791985,-0.1443262723037705,0.050732377285391816,-0.09599712368168756,0.07137546848311738,0.0552442217332616,0.04650000000000001,-0.035699999999999996,0.0148,0.0029,-0.047516967542791985,-0.1472262723037705,0.04783237728539182,-0.09889712368168756,0.06847546848311738
2022-12-31,-0.16291364793420726,-0.36733436055469837,-0.16330930149412115,-0.10194882672676608,-0.12105088187180435,-0.05802177755628801,-0.0638,-0.0076,0.0134,0.0033,-0.16621364793420726,-0.3706343605546984,-0.16660930149412115,-0.10524882672676608,-0.12435088187180435
2023-01-31,0.2995321637426902,0.40623477837311217,0.16165089941762378,0.10717449069973473,0.06923953302472396,0.06251007151335353,0.0661,0.0501,-0.0394,0.0034999999999999996,0.2960321637426902,0.40273477837311217,0.15815089941762378,0.10367449069973472,0.06573953302472396
2023-02-28,0.10953109531095384,0.18756494631105003,-0.05044247396242696,-0.005466666666665954,-0.1066112920861213,-0.024913313306445084,-0.025699999999999997,0.0105,-0.008,0.0034000000000000002,0.10613109531095384,0.18416494631105002,-0.05384247396242696,-0.008866666666665954,-0.1100112920861213
2023-03-31,0.009085009733939442,0.008507121676146534,0.04391059769677241,-0.010054967153774408,0.31046930382591076,0.03621508888185154,0.0248,-0.0548,-0.09050000000000001,0.0036,0.005485009733939442,0.004907121676146534,0.040310597696772414,-0.013654967153774407,0.30686930382591077
2023-04-30,-0.03802250803858487,-0.20799190205340756,-0.04512679996468183,-0.16806608884073626,-0.049280720804598,0.015318462420831791,0.0062,-0.0337,-0.0012,0.0034999999999999996,-0.04152250803858487,-0.21149190205340757,-0.04862679996468183,-0.17156608884073626,-0.052780720804598
2023-05-31,-0.08272750062672152,0.24112957215020336,0.010100970517910923,0.09278853980139923,0.016284689853897527,0.0037865975356436987,0.0034000000000000002,0.016,-0.0779,0.0036,-0.08632750062672152,0.23752957215020337,0.006500970517910923,0.08918853980139922,0.012684689853897528
2023-06-30,0.16753211259907053,0.2836267346638546,0.2608332415672978,0.011172352152539755,0.06361312881257719,0.06567122457570673,0.0646,0.0149,-0.0013,0.004,0.16353211259907052,0.27962673466385457,0.2568332415672978,0.007172352152539755,0.05961312881257719
2023-07-31,0.18750000000000067,0.021622034610536245,-0.1175186999586384,0.08058338243959917,0.06967719936122041,0.031829039520269164,0.0321,0.020499999999999997,0.0406,0.0045000000000000005,0.18300000000000066,0.017122034610536244,-0.1220186999586384,0.07608338243959917,0.0651771993612204
2023-08-31,-0.135619948748275,-0.03496242007254213,-0.08175626877003439,-0.03162917518745689,-0.014118038329172244,-0.0164602747848398,-0.0236,-0.031400000000000004,-0.0115,0.0045000000000000005,-0.140119948748275,-0.03946242007254214,-0.0862562687700344,-0.0361291751874569,-0.018618038329172245
2023-09-30,0.043025465602433144,-0.03045567265964033,0.023907658874696702,-0.015345628607630113,0.011667521425322569,-0.0479902694264126,-0.052300000000000006,-0.025099999999999997,0.0149,0.0043,0.038725465602433146,-0.03475567265964033,0.019607658874696704,-0.01964562860763011,0.007367521425322569
2023-10-31,-0.13789082428394328,-0.19734633522500167,-0.2028985207506967,-0.14240777809550986,0.026723018816100286,-0.021312785223007835,-0.0315,-0.038599999999999995,0.002,0.004699999999999999,-0.1425908242839433,-0.20204633522500168,-0.2075985207506967,-0.14710777809550987,0.022023018816100286
