Date,ABNB,TSLA,F,ZM,INTC,SP500
7/23/2025,139.83,332.56,11.38,76.05,23.49,6358.91379
7/24/2025,141.62,305.3,11.26,75.63,22.63,6363.349299
7/25/2025,141.31,316.06,11.47,74.82,20.7,6388.6445
7/28/2025,142.16,325.59,11.28,75.39,20.68,6389.766484
7/29/2025,136.84,321.2,11.08,74.51,20.41,6370.861296
7/30/2025,134.75,319.04,10.87,74.24,20.34,6362.89876
7/31/2025,132.41,308.27,11.07,74.05,19.8,6339.394567
8/1/2025,128.02,302.63,10.82,70.97,19.31,6238.00657
8/4/2025,130.96,309.26,10.95,72.06,19.5,6329.9395
8/5/2025,129.96,308.72,11.06,71.7,20.19,6299.193955
8/6/2025,130.5,319.91,11.21,73.17,20.41,6345.059543
8/7/2025,120.03,322.27,11.28,71.6,19.77,6339.997728
8/8/2025,121.02,329.65,11.32,71.57,19.95,6389.44531
8/11/2025,118.3,339.03,11.14,69.77,20.65,6373.453366
8/12/2025,121.61,340.84,11.25,69.96,21.81,6445.762196
8/13/2025,124.55,339.38,11.44,72.39,22.22,6466.584687
8/14/2025,124.64,335.58,11.44,71.86,23.86,6468.535189
8/15/2025,125.1,330.56,11.44,73.14,24.56,6449.796584
8/18/2025,125.49,335.16,11.46,73.64,23.66,6449.149154
8/19/2025,126,329.31,11.58,72.19,25.31,6411.374587
8/20/2025,124.96,323.9,11.49,72.16,23.54,6395.781187
8/21/2025,126.43,320.11,11.33,73.17,23.5,6370.172672
8/22/2025,129.92,340.01,11.74,82.47,24.8,6466.912974
8/25/2025,128.15,346.6,11.82,81.35,24.55,6439.319881
8/26/2025,126.89,351.67,11.84,78.81,24.35,6465.935277
8/27/2025,129.85,349.6,11.91,80.96,24.85,6481.403188
8/28/2025,130.46,345.98,11.71,80.83,24.93,6501.859425
8/29/2025,130.53,333.87,11.77,81.42,24.35,6460.262667
9/2/2025,127.59,329.36,11.72,81.935,24.21,6415.541344
9/3/2025,124.9,334.09,11.62,83.49,24,6448.260851
9/4/2025,125.37,338.53,11.68,82.79,24.61,6502.082917
9/5/2025,123.81,350.84,11.74,83.68,24.49,6481.49553
9/8/2025,124.62,346.4,11.69,85.08,24.48,6495.154829
9/9/2025,123.81,346.97,11.49,85.62,24.44,6512.61075
9/10/2025,123.41,347.79,11.42,83.77,24.77,6532.043344
9/11/2025,123.05,368.81,11.76,84.75,24.61,6587.470875
9/12/2025,122.55,395.94,11.68,83.98,24.08,6584.285019
9/15/2025,120.37,410.04,11.68,84.63,24.77,6615.276763
9/16/2025,121.66,421.62,11.61,85.2,25.27,6606.755937
9/17/2025,123.2,425.86,11.66,86.3,24.9,6600.347087
9/18/2025,125.47,416.85,11.74,86.83,30.57,6631.962891
9/19/2025,127.04,426.07,11.62,84.16,29.58,6664.364797
9/22/2025,125.44,434.21,11.66,83.53,28.76,6693.753337
9/23/2025,123.5,425.85,11.73,82.58,29.34,6656.919876
9/24/2025,123.08,442.79,11.63,83.01,31.22,6637.973668
9/25/2025,121.75,423.39,11.62,83.99,33.99,6604.717239
9/26/2025,123.7,440.4,12.01,84.51,35.5,6643.697545
9/29/2025,122.92,443.21,12.09,83.6,34.48,6661.20733
9/30/2025,121.42,444.72,11.96,82.5,33.55,6688.459037
10/1/2025,122.32,459.46,12.27,81.28,35.94,6711.203911
10/2/2025,121.49,436,12.22,82.24,37.3,6715.346295
10/3/2025,120.22,429.83,12.67,80.96,36.83,6715.789262
10/6/2025,120.35,453.25,12.7,81.03,36.59,6740.281364
10/7/2025,119.85,433.09,11.92,79.49,37.17,6714.587921
10/8/2025,119.99,438.69,11.74,79.85,37.43,6753.717067
10/9/2025,120.15,435.54,11.5,82.7,37.8,6735.110791
10/10/2025,118.19,413.49,11.41,80.28,36.37,6552.513248
10/13/2025,118.86,435.9,11.54,79.17,37.22,6654.719087
10/14/2025,122.89,429.24,11.65,79.32,35.63,6644.308398
10/15/2025,124.26,435.15,11.76,79.51,37.15,6671.058283
10/16/2025,122.89,428.75,11.74,79.83,36.84,6629.07423
10/17/2025,125.91,439.31,11.92,80.01,37.01,6664.01098
10/20/2025,127.21,447.43,11.99,81.91,38.1,6735.126511
10/21/2025,128.56,442.6,12.56,83.61,38.12,6735.351496
10/22/2025,127.5,438.97,12.43,82.01,36.92,6699.402398
10/23/2025,127.35,448.98,12.34,82.79,38.16,6738.437709
10/24/2025,127.99,433.72,13.84,84.28,38.28,6791.693812
10/27/2025,129.07,452.42,13.26,85.17,39.54,6875.156888
10/28/2025,128.01,460.55,13.13,84.89,41.53,6890.888369
10/29/2025,126.48,461.51,13.24,83.32,41.34,6890.587048
10/30/2025,126.34,440.1,13.06,84.34,40.16,6822.340334
10/31/2025,126.54,456.56,13.13,87.23,39.99,6840.198741
11/3/2025,126.8,468.37,13.01,86.28,39.5,6851.966659
11/4/2025,122.35,444.26,12.79,83.83,37.03,6771.547493
11/5/2025,122.5,462.07,13.11,83.57,38.38,6796.289426
11/6/2025,120.53,445.91,13.12,82.22,37.24,6720.32015
11/7/2025,120.88,429.52,13.21,81.69,38.13,6728.801109
11/10/2025,120.2,445.23,13.16,83.16,38.45,6832.430161
11/11/2025,122.53,439.62,13.3,84.59,37.88,6846.614231
11/12/2025,121.69,430.6,13.45,84.7,37.89,6850.916484
11/13/2025,121.19,401.99,13.28,84.04,35.91,6737.488721
11/14/2025,122.02,404.35,13.19,84.22,35.52,6734.110669
11/17/2025,117.6,408.92,12.88,81.86,34.71,6672.411634
11/18/2025,115.42,401.25,13.02,81.31,34.33,6617.320061
11/19/2025,114.44,403.99,12.9,80.71,35.11,6642.158508
11/20/2025,111.54,395.23,12.41,78.42,33.62,6538.762671
11/21/2025,114.26,391.09,12.83,78.63,34.5,6602.986332
11/24/2025,114.41,417.78,12.96,78.6,35.79,6705.117087
11/25/2025,118.56,419.4,13.17,86.34,35.83,6765.875972
11/26/2025,116.74,426.58,13.19,84.43,36.81,6812.613091
11/28/2025,116.99,430.17,13.28,84.96,40.56,6849.087372
12/1/2025,118.8,430.14,13.16,84.94,40.01,6812.625854
12/2/2025,118.5,429.24,12.96,84.56,43.47,6829.370577
12/3/2025,120.13,446.74,13.09,85.64,43.76,6849.722715
12/4/2025,120.82,454.53,13.14,86.58,40.5,6857.119694
12/5/2025,124.32,455,13.03,87.65,41.41,6870.404211
12/8/2025,122.01,439.58,13.14,89.09,40.3,6846.506167
12/9/2025,125.39,445.17,13.08,87.63,40.5,6840.50962
12/10/2025,127.57,451.45,13.41,88.05,40.78,6886.682988
12/11/2025,128,446.89,13.63,90.24,39.51,6900.99519
12/12/2025,128.39,458.96,13.76,89.52,37.81,6827.406464
12/15/2025,131.81,475.31,13.65,86.54,37.51,6816.508303
12/16/2025,132.01,489.88,13.67,87.91,37.31,6800.257216
12/17/2025,133.78,467.26,13.31,88.75,36.05,6721.429548
12/18/2025,133.99,483.37,13.32,89.38,36.28,6774.75757
12/19/2025,135.28,481.2,13.47,89.82,36.82,6834.496186
12/22/2025,136.95,488.73,13.46,89.99,36.37,6878.489476
12/23/2025,136.49,485.56,13.29,87.16,36.35,6909.792066
12/24/2025,136.78,485.4,13.36,87.79,36.16,6932.049176
12/26/2025,136.82,475.19,13.31,88.04,36.2,6929.936122
12/29/2025,136.62,459.64,13.28,86.33,36.68,6905.744054
12/30/2025,136.91,454.43,13.23,86.3,37.3,6896.241738
12/31/2025,135.72,449.72,13.12,86.29,36.9,6845.504706
1/2/2026,133.01,438.07,13.34,83.32,39.38,6858.472313
1/5/2026,135.87,451.67,13.47,86.53,39.37,6902.050848
1/6/2026,138.02,432.96,13.8,85.76,40.04,6944.819215
1/7/2026,137.04,431.41,13.74,86.63,42.63,6920.929256
1/8/2026,138.66,435.8,14.4,85.65,41.11,6921.457086
1/9/2026,139.27,445.01,14.2,85.18,45.55,6966.283923
1/12/2026,138.51,448.96,14.03,86.75,44.06,6977.265025
1/13/2026,140.07,447.2,13.98,83.19,47.29,6963.735097
1/14/2026,132.79,439.2,13.84,82.76,48.72,6926.596145
1/15/2026,132.6,438.57,13.81,81.52,48.32,6944.471882
1/16/2026,130.66,437.5,13.6,80.96,46.96,6940.009507
1/20/2026,130.73,419.25,13.28,81.32,48.56,6796.860812
1/21/2026,133.59,431.44,13.77,81.18,54.25,6875.615269
1/22/2026,133.8,449.36,13.71,84.65,54.32,6913.352043
1/23/2026,132.15,449.06,13.56,85.78,45.07,6915.610646
1/26/2026,133.39,435.2,13.44,95.46,42.49,6950.232197
1/27/2026,132.22,430.9,13.93,94.44,43.93,6978.596928
1/28/2026,131.55,431.46,13.82,96.22,48.78,6978.029391
1/29/2026,131.77,416.56,14,92.58,48.66,6969.006891
1/30/2026,129.37,430.41,13.88,92.1,46.47,6939.02952
2/2/2026,131.31,421.81,13.81,92.865,48.81,6976.444181
2/3/2026,122.075,421.96,13.73,88.73,49.25,6917.811704
2/4/2026,124.61,406.01,13.82,90.83,48.6,6882.721111
2/5/2026,121.27,397.21,13.72,89.08,48.24,6798.399477
2/6/2026,122.18,411.11,13.8,92.2,50.59,6932.297669
2/9/2026,121.31,417.32,13.59,95.39,50.24,6964.819848
2/10/2026,120.32,425.21,13.57,94.99,47.13,6941.812513
2/11/2026,119.55,428.27,13.85,92.15,48.29,6941.471014
2/12/2026,115.96,417.07,14,92.24,46.48,6832.761468
2/13/2026,121.35,417.44,14.12,92.6,46.79,6836.172091
2/17/2026,124.23,410.63,14.13,88.65,46.18,6843.223259
2/18/2026,124.27,411.32,13.85,91.12,45.46,6881.314559
2/19/2026,125.81,411.71,13.78,90.96,44.62,6861.892814
2/20/2026,127.89,411.82,14.01,90.29,44.11,6909.506624
2/23/2026,122.96,399.83,13.64,86.06,43.63,6837.754523
2/24/2026,125.66,409.38,14.2,87.51,46.12,6890.072309
2/25/2026,132.02,417.4,14.43,85.43,46.88,6946.126691
2/26/2026,136.97,408.58,14.41,75.54,45.46,6908.864683
2/27/2026,135.11,402.51,14.09,73.94,45.61,6878.878499
3/2/2026,133.26,403.32,13.39,72.72,45.5,6881.620083
3/3/2026,133.04,392.43,12.7,73.5,43.1,6816.627034
3/4/2026,135.54,405.94,12.81,78.02,45.58,6869.502436
3/5/2026,135.85,405.55,12.34,77.33,45.95,6830.708067
3/6/2026,133.23,396.73,12.15,77.5,43.42,6740.023428
3/9/2026,134.03,398.68,12.19,77.06,45.58,6795.991868
3/10/2026,132.44,399.235,12.24,76.38,46.78,6781.481926
3/11/2026,133.39,407.82,12.11,76.05,47.98,6775.804321
3/12/2026,127.7,395.01,12.04,74.94,45.25,6672.618041
3/13/2026,126.3,391.2,11.67,74.1,45.77,6632.191535
3/16/2026,128.32,395.56,11.71,74.96,45.76,6699.383328
3/17/2026,131.95,399.27,11.94,75.99,44.06,6716.092507
3/18/2026,131.13,392.78,11.79,76.43,45.03,6624.695164
3/19/2026,130.79,380.3,11.64,76.74,46.18,6606.49454
3/20/2026,128.52,367.96,11.52,76.61,43.87,6506.478914
3/23/2026,132.59,380.85,11.76,77.95,44.01,6581.000211
3/24/2026,130,383.03,11.84,75.98,44.06,6556.371138
3/25/2026,131.81,385.95,11.67,78.11,47.18,6591.900593
3/26/2026,131.06,372.11,11.6,79.32,44.1,6477.164632
3/27/2026,122.87,361.83,11.37,77.71,43.13,6368.853069
3/30/2026,123.1,355.28,11.21,78.68,41.19,6343.724831
3/31/2026,126.28,371.75,11.54,80.39,44.13,6528.517384
4/1/2026,125.19,381.26,11.68,80.7,48.03,6575.315931
4/2/2026,124.95,360.59,11.6,82.36,50.38,6582.686756
4/6/2026,126.81,352.82,11.61,82.68,50.78,6611.830412
4/7/2026,124.97,346.65,11.52,84.02,52.91,6616.850835
4/8/2026,131.4,343.25,12.18,83.23,58.95,6782.811673
4/9/2026,129.16,345.62,12.24,84.03,61.72,6824.65727
4/10/2026,128.96,348.95,12.13,79.24,62.38,6816.891925
4/13/2026,130.32,352.42,12.16,82.8,65.18,6886.24
